Year,Movie Title,movie,formatted_name,top_critics,_merge
2013,Oz the Great and Powerful,Oz the Great and Powerful,oz_the_great_and_powerful,"['Make no mistake, Oz the Great & Powerful a beautiful film... But any true weight of vacancy rests in the script itself - and no feats of acting could have fundamentally changed this trap.', ""With flying monkeys, Yellow Brick Road and sequin-spangled witches all faithfully reproduced, it's impossible to see this as a standalone film, given it looks like an HD colouring book version of the original movie."", 'The twister that comes to whirl Oscar into Oz is so preordained you could find its departure information and flight time from an airport travel board.', 'This eye-filling fantasy is an entertaining riff on how the Wizard of that immortal film found his way to Oz.', 'An imaginative mix of live-action and CGI that pays homage to the iconic images and timeless sense of wonder in the classic The Wizard of Oz without being too deferential.', 'How refreshing it is to enjoy something we never knew we wanted.', 'I was a bit skeptical about the casting of James Franco in this role, as a small-time carnival magician, but he is thoroughly engaging as a struggling con man and charmer.', ""Oz the Great and Powerful is entirely serviceable family entertainment. Problem is, serviceable doesn't quite cut it when you're talking about the magical land of Oz."", ""Aside from a trio of witches that can hold its own with Eastwick's in the dishiness department, Oz the Great and Powerful is a peculiarly joyless occasion."", 'Let us take a moment to praise two great and surprisingly powerful characters: a winged monkey and a wee girl made out of china. Because so much human wonder resides in these two creations of make-up, puppetry, digital effects and lovely performances.', ""The new Oz falls short of the 1939 Oz in charm and innocence, and certainly in songs. But as family entertainment, it's hard to fault such a rapturous spectacle and astute, suspenseful piece of storytelling."", 'Oz the Great and Powerful somehow manages to be both slavish to its hallowed template (when convenient) and completely tone-deaf to the magic that made it a one-of-a-kind cultural milestone.', ""Raimi's film is supposed to be about magic, but magic is in scant supply."", 'The screenplay is not perky enough and Franco is miscast. Added to that, the three witches needed lessons from Macbeth to fully convince.', '""Oz the Great and Powerful"" will likely dazzle family audiences while satisfying movie purists. Somewhere over the rainbow there may be a more magical movie, but this will certainly do.', 'By the end of the two-hour 10-minute movie, director Sam Raimi proves he understands spectacle but not the deeper dreams of the people who consume it.', 'A Blunder-full Blizzard of Blahs.', ""It's a journey of self-discovery, rife with movie cliches about believing in yourself, believing in your dreams, yada-yada."", 'The real star of the story is the enchanting, rapturously imagined setting.', 'Oz the Great and Powerful aims for nostalgia in older viewers who grew up on The Wizard of Oz and still hold the classic dear while simultaneously enchanting a newer, younger audience. It never really accomplishes either successfully.']",both
2013,Delivery Man ,Delivery Man ,delivery_man,"[""A sentimental exploration of what fatherhood means that doesn't overdo it with the sperm gags, it's a rather charming if unexceptional dramedy."", 'The tone wavers between the pantomime and the mawkish and while little has been lost in translation, less still has been gained.', 'Alas, the hero is played by Vince Vaughn, a limited actor whose range extends from petulant to homicidal.', 'Vince Vaughn autopilots his way through this lame, contrived and strangely depressing high-concept comedy.', 'A one-man show of ill-firing jokes, fizzling double takes and misty-eyed attempts at sentimental wrap-up.', 'If you want something truly gruelling, try the new Vince Vaughn comedy.', 'A golden comic premise, directed to dross by Ken Scott, who also made the Canadian original (""Starbuck,"" from 2011) on which this Vince Vaughn vehicle is based.', 'Softer and schmaltzier than the original. Vince Vaughn has played this guy before, to better effect.', 'Unlike most Hollywood remakes of foreign-language pictures, ""Delivery Man"" was made by the same filmmaker responsible for the French-Canadian hit ""Starbuck.""', 'Calling Delivery Man a ""comedy"" is a bit of a stretch, because it\'s rarely funny. Dumb, yes, but not in a way that\'s worthy of more than a half-hearted chuckle.', ""Even noting the toned-down performance of Vaughn and the film's overall amiability, there are some creepy and unexplored issues lurking in the margins of this story that can't be brushed away."", 'Delivery Man can be pegged as yet another in a seemingly endless series of Apatow-era man-child redemption stories ...', '""Starbuck"" was a funny and warm-hearted trifle. So is ""Delivery Man.""', ""Nothing quite seems to fit, as if the movie's been assembled from bits and pieces of other movies."", 'Delivery Man, with its democratic band of half-siblings and its feel-good view of humankind, is what it is: a reproductive remake that will make you laugh. More than once or twice.', ""It's all far-fetched, silly and light. But then it's supposed to be."", 'Vince Vaughn can be a ray of sunshine in even the worst movies (see ""Be Cool"" for the best example of this). Here, I just didn\'t buy him as a loveable sad-sack.', '""Delivery Man"" is nowhere near the worst film of 2013, but it is definitely the most exhausting.', ""Let's just say, whatever your mood going in, you will likely feel a good deal better coming out."", 'A soggy comedy more focused on stimulating your tear ducts than your funny bone.']",both
2013,Aftershock (2012 film),,,,left_only
2013,The Fifth Estate ,The Fifth Estate ,the_fifth_estate,"['Given its own aggressive attention deficit disorder, The Fifth Estate is the sort of movie that might induce a migraine.', ""Those in the know say Cumberbatch's performance captures the physical Assange perfectly, but the film fails to get a handle on him as a personality, or offer any kind of insight into what his true motivation might be."", 'Tthe film finally falls short, an explosive beginning leading to a pedestrian end.', 'As nervy and as excitable as the trade that it depicts.', 'The material covered in the production\'s 128 minutes is not only inherently non-cinematic but not remotely ""thrilling,"" at least in the conventional sense.', ""The bullet points of WikiLeaks' rise and fall are dutifully covered, but the movie bites off more than it can chew..."", ""The Fifth Estate is also as current as a news feed, filling in the disputed facts about Assange's life beyond the headlines and chronicling the revolution that has upended the media landscape in the last decade."", 'Director Bill Condon delivers an intelligent, dynamic, character-centered drama.', ""Condon and his screenwriter Josh Singer don't quite know what to make of this duo, perhaps because the men didn't quite know what to make of each other, either."", '""The Fifth Estate"" feels unfortunately small and safe.', 'A feeble, reactionary drama.', '""The Fifth Estate"" tries to be a cross between ""The Social Network"" and ""Zero Dark Thirty."" Only it\'s more like ""The Sociopath Network"" meets ""Zero Dumb Thirty.""', 'It may be a bit chilly, but ""The Fifth Estate"" is good, scary information well-processed.', ""The problem with director Bill Condon's fictionalized account of all this is that, like WikiLeaks itself, there's way too much data to sift through."", 'The Fifth Estate takes on the important 21st century question of information flow vs. privacy rights and fumbles it into a middling mishmash of techno thriller and future-of-journalism lecture.', 'Like the journalists Assange worked with, it tries to put some shape and perspective on a story that is still too big and too new to frame as a definitive narrative.', 'The first narrative film portrait of the white-blond cyber bad boy feels undercooked and overwrought, haphazardly written and overdirected.', ""Benedict Cumberbatch restores mystery to the personality of WikiLeaks' founder, Julian Assange, and fascination to his role as a global crusader for free speech."", 'As much it claims urgency with current events and issues, it seems out of date, even coming just three years after the real events.', ""The movie can't quite decide what it thinks of [Assange] - or even if it should decide at all.""]",both
2013,Clear History,Clear History,clear_history,"[""The high points - especially a brilliantly worked running gag about soft-rockers Chicago - are spread too thinly, and David's improvised comedy of embarrassment is now very familiar."", 'The revenge plot brings the characters together...and doesn\'t come together as satisfyingly as your average ""Curb"" episode... [but] the funny parts of ""Clear History"" are good enough to act as an acceptable 100-minute substitute.', 'For those of us who agree with Mel Brooks that ""there\'s something about this middle-aged bald guy that\'s thrilling,"" his new film is a high-spirited treat - and a hint at the possibilities that await him if and when he finally calls it a day on \'Curb.\'', 'It will take only a few minutes of Clear History... not only to ""forgive"" David for repeating himself but to thank him for reminding us why we miss Curb Your Enthusiasm and hope it comes back soon.', '[It] has a nice, confident and well-edited breeze to it (including a lot of jokes about the band Chicago), with a fun cast that includes standout riffs from Michael Keaton, Danny McBride and Eva Mendes.', 'A wonderfully diverting film with Mr. David at his abrasive best.', ""If you're a fan of Curb Your Enthusiasm, think of this as an extended version of Curb. If you're not, History will not convert you."", 'Clear History was improvised from 35 pages of script. ""You are such an a---!"" one Vineyard resident tells Flomm, which is the movie\'s main revelation.', '""Clear History,"" a memorable comedy about a man trying to be forgotten.', ""Even if you do like David's shtick, as I do, you have no business here."", ""Clear History is amusing enough to pull a viewer through it, although those who haven't yet acquired a taste for Curb might find it the equivalent of a pricey two-drink minimum without enough payback."", 'The movie also feels at time like an extended all-star jam episode of Curb. Those are, perhaps not coincidentally, the best, and funniest parts of Clear History.', 'As the movie proceeds, it gains traction, first as a kind of pleasant alt-Woody Allen vehicle... and then as a well-modulated morality play.', ""Despite a number of funny lines sprinkled through the script, this History isn't very memorable."", ""It's hard to fault HBO for letting him indulge in this flight of fancy, particularly given all the marquee names he attracts. Still, without an ability to focus those appetites, Clear History yields the occasional chuckle, but somewhat curbed enthusiasm."", 'Clear History is so funny it made me want to order up some Palestinian chicken.']",both
2013,Monsters University,Monsters University,monsters_university,"['It is essentially Revenge of the Nerds, with fur. And scales. And whatever gooey, gelatinous substance comprises the outer coating of various other oddball creatures in this crazy parallel world.', ""Studios don't often seem to be thinking about the ideal moviegoer, just about the maximum number of moviegoers ... Pixar is no different in that regard, but even in this relatively fallow period ... it's never stopped thinking the most of us."", ""So many movies, these days, are about nerds and their market value. Dan Scanlon's prequel is the newest, but already feels old."", ""It's a strong look at the genesis of a satisfying partnership, but it could be stronger if it trusted that partnership to carry the story."", 'It is funny. But the longed-for return to Pixar greatness seems as far away as ever.', 'After an hour it starts to feel like Harry Potter gone wacky and gonzo - and not quite wacky and gonzo enough.', ""It's not that Monsters University lacks any of the heart or wit of Pixar's finest achievements - the attention to detail and sight gags are as impressive as ever - but narratively speaking this is derivative in the extreme."", 'The story is so fully and elegantly realised that to call it a prequel would somehow feel like an insult.', ""It has enough of the right stuff to haunt the imagination long after the immediate buzz of its fluffy-furred cuteness has melted away. For a mere prequel, that's a result."", 'Dazzlingly clever and hugely funny, it succeeds both as a broadening of the Monsters universe and as a film in its own right.', 'This is a safe, predictable, edge-free, nearly bland effort from a studio that rarely hedges its bets.', 'As prequels go, Monsters University is pretty nifty.', ""Although it falls short of the best Pixar has brought to the screen over its long association with Disney, it's nevertheless worth a trip to the theater, especially for kids."", '[It] is true to the spirit of the original film, ""Monsters Inc."", and matches its tone. But it never seems content to turn over old ground.', '...I can applaud a story that not only celebrates oddballs and underdogs but shows how young outcasts can find their way in the world...', ""It's not like Monsters University is a bad movie. It's just not a terribly interesting one."", 'A charming, well-crafted trifle - at least until the subversive last act, when it sets its sights a bit higher.', ""[It] conforms to [Pixar's] apparent drift toward the average, with toy sales taking priority over originality."", '\'Monsters University"" is an imaginative, raucous, wildly inventive cartoon of a movie.', ""What hasn't advanced is the plotting, which was nothing special last time and is so formulaic now that it's basically surprise-free.""]",both
2013,What Maisie Knew ,,,,left_only
2014,Decoding Annie Parker,,,,left_only
2014,4 Minute Mile,4 Minute Mile,4_minute_mile,"['A by-the-numbers tale of inspiration through perspiration.', ""4 Minute Mile at least has the decency to acknowledge that it's aware of its underdog sports-movie clichs, especially the ones that made The Karate Kid such an '80s classic."", ""More than one interior scene looks underlit for effect,but that's at least something else to think about as the film goes through its paces."", ""It's a moving, if occasionally heavy-handed, sports drama that deserves a wider audience than it is probably going to find in its limited release."", 'A finely written and directed sports drama with a lead performance by rising star Kelly Blatz so deep and affecting it often evokes Timothy Hutton\'s Oscar-winning turn in ""Ordinary People.""', ""There's a similar redolence to 4 Minute Mile overall-the odor of a hard-working but underachieving movie that's 99 percent perspiration and 1 percent inspiration."", 'A sympathetic performance by Richard Jenkins does little to dispel the stale atmosphere here', '4 Minute Mile is cobbled together with every sports underdog clich imaginable.']",both
2014,Open Grave,Open Grave,open_grave_2014,[],both
2014,Inherent Vice ,Inherent Vice ,inherent_vice,"[""If I'm going fawn over a puzzling film, I'd rather it be something like Inception or The Matrix, movies that entertain me but also provoke so much thought and analysis that I can't take my mind off it."", ""If the adaptation's a little too faithful to sustain a cinematically tight story, there's still a lot to admire in the sheer, uninhibited folly of the whole thing, the gall to get groovy while the Oscar-watchers are on high alert."", 'After a decade spent making two films that are like pressure cookers, Anderson was clearly ready to blow off some steam.', ""It isn't one film but many, an anthology of expertly recreated genre tropes, from fog-shrouded noir to sunlit paranoia."", 'I found myself going with it for about two thirds of the time, seduced by its sweetness, suspicious of its sexuality ... occasionally exasperated by its incessant shaggy-doggedness.', ""The thing Inherent Vice has going is its sense of always plucking at the fringe, the conviction that the central characters aren't necessarily the most interesting ones."", 'I think I need to see it again, again.', ""Watching Paul Thomas Anderson's wonderfully textured and intricate LA-set Inherent Vice, you are easily reminded of the famous story about Howard Hawks' version of The Big Sleep."", ""Not knowing quite where the joke is doesn't stop us from finding it funny, any more than confusion should preclude our wistful appreciation."", ""Paul Thomas Anderson's Inherent Vice provides a rush of pure hallucinogenic pleasure, but its logic is mighty hard to follow."", ""The less you try to figure out Anderson's rambling, mesmerising mystery, the better. Just relax and let this beautiful, haunting, hilarious, chaotic, irritating and possibly profound tragicomedy wash over you."", 'As rich and strange as we\'ve come to expect from the ""late"" Anderson films, but doesn\'t quite achieve the digressive whackadoo majesty of the novel.', ""A delirious triumph: a stylish-squared meeting of creative minds, a swirl of hypnosis and symbiosis, with Pynchon's prose partly assigned to a narrating character and partly diversified into funky dialogue exchanges."", ""How will this play in the non-Pynchon community? Not at all, sez us. But for the converted or the plain curious, it's something to see, if not cherish."", ""Anderson moves further from conventional storytelling with each new film, and closer to something more intuitive, more damning, more true. He hasn't made it there yet. God help us when he does."", ""Some storylines conclude, some collide, others dissipate. But the film's main crime is this: It's boring."", 'Joaquin Phoenix is perfectly cast as the perpetually befuddled Doc, a private detective of sorts who immerses himself in pot in the Los Angeles of 1970.', ""Although it's not as hermetic and impenetrable as The Master, Inherent Vice still comes off as a giant inside joke to anyone who hasn't read Pynchon's novel."", ""Inherent Vice is a sun-glared, neon-limned muddle of noir plotline and potheaded jokery that not only doesn't make sense, but actually seems to try hard not to."", ""Anderson's impeccable casting and music choices are captivating, and there is an amusing contrast between his attention to every detail and the convoluted storyline.""]",both
2014,The Guest (2014 American film),The Guest (2014 American film),one_day_since_yesterday_peter_bogdanovich_and_the_lost_american_film,[],both
2014,X-Men: Days of Future Past,X-Men: Days of Future Past,x_men_days_of_future_past,"['It is especially impressive that Days of Future Past is a success; a film this gooey and complex, with such business-minded scope, should not feel like a real movie at all.', 'In an age when more and more movies just feel like stepping-stones toward the next, bigger things, is it so much to ask that it be a good movie all on its own?', 'I guess I am a sucker for these sort of time travel films, travelling back in time to change the course of history.', 'It trots along at a fair old pace, the cast doing a sterling job of keeping straight faces while spouting quasi-scientific gobbledegook.', ""Here's the thing about comic book heroes. Despite all the noble talk about metaphors, idealism, truth and justice, they're basically just bully-boy fantasies of limitless male aggression... The X-Men, however, have always aspired to something different."", '""X-Men: Days Of Future Past"" is vibrant and entertaining.', 'Those with wistful memories of the 1970s will find plenty to like in X-Men: Days of Future Past.', 'Much of this takes place in the early 1970s, which gives the filmmakers an excuse to haul out lots of vintage kitsch and make some rather tasteless references to the Vietnam war.', 'The results are both dazzling and intimate, clever and - during one tour-de-force sequence - spectacularly funny.', 'I would be remiss not to note that tucked away amid all the existential melodrama is perhaps the most hilarious set piece ever to grace a superhero film.', 'Sentinels, good, bad, future, past, who cares? This movie needs more Quicksilver!', ""Quicksilver ... is the coolest of this picture's new guys, zipping around so fast ... that he can taste soup, rearrange guards' limbs, and nudge bullets off their trajectories all in the time it takes to blink."", ""Just solid fan service. Good action, decent actors, and a chance to see them all in action doesn't pardon the convoluted glut of messy time-travel exposition."", ""A pleasingly coherent, plot-driven action movie, positively streamlined by the standards of today's superhero blockbusters."", ""The plot is about a fearful society whose expansion of its security apparatus has unintended consequences, but Singer doesn't even touch the story's topical resonances... There's also no real moral quandary to be grappled with."", 'Perhaps more than any other superhero franchise, X-Men captures the overlapping fantasies of being unique yet not alone, and of being a hero but also being saved.', ""To ensure long-term survival, this franchise needs to evolve. In terms of the competition, however, it's still light years ahead."", 'Having already directed the first two (and superior) X-Men films, Singer shows a level of comfort with both the material and the cast ...', ""[Singer is] reborn - deft, elegant, spring-heeled - in X-Men: Days of Future Past. The special effects don't bog him down: They lift the movie to a surreal and more emotional dimension."", 'The fireworks, the super-power circus, lots of surprise cameos and Big Moments - ""X-Men: Days of Future Past"" has them all. Logic? Who cares?']",both
2014,Barefoot ,Barefoot ,barefoot_2014,"[""The gradual revelation that there's more to Daisy than meets the eye is no great surprise, but it does at least negate - too late! - some of the more troubling subtext."", ""It's all thoroughly, intentionally lightweight, and the film's final 10 minutes is a rush of highly unlikely smiley face resolutions. Still, Wood somehow makes it work as well as it can."", ""He's a rebellious trust-funder who specializes in strip clubs, one-night stands and gambling debts. She's a possibly schizophrenic mental patient raised in near-captivity by an abusive mother. How could these two kids not fall in love?"", 'Scott Speedman and Evan Rachel Wood would have been better off doing a YouTube video together where they simply make goo-goo eyes at one another than co-starring in a featherweight trifle like ""Barefoot"".', 'A sorry throwback to sentimental 1960s movies -- the ones in which an offbeat woman repairs the soul of an emotionally clueless man.', ""The movie acts like screwball comedy, but there are no laughs as Daisy and Jay's connection lurches toward implausible romance."", ""Out of the mouths of babes comes dribble, as often as wisdom-or, in the case of this movie's infantile heroine, drivel."", 'This ill-advised romance from director Andrew Fleming is the sort of indie lark that nearly drowns in its own whimsy. Wade in at your own risk.', '""Barefoot"" has the distinction of featuring what has to be the only female character no actress of any pedigree could ever make believable.', '""Barefoot"" plays its romance straight and glossy, trying to pass off serious mental illness as a cutesy character quirk that needs only the balm of true love to resolve itself.', ""A return to the cinema of adorable mental illness - something that, like the killer in a slasher movie, always seems to lurch back to life just when you think it's safely dead ...""]",both
2014,Tusk ,Tusk ,tusk_2014,"[""'Tusk' opens with the sound of two men laughing at their own jokes, so I guess a doff of the cap is due to the filmmaker for encapsulating his movie so efficiently, right from the jump."", 'Justin Long and Johnny Depp join the ""Clerks"" director for a weird, unpredictable movie that still feels like only Smith could have made it.', 'Parts of it are funny, parts are suspenseful and parts of it - to put it mildly - are hideously awful. Horrible may be a better word than horrific.', ""Nice as it would be to herald Tusk as a return to Smith's bold early period, the movie has a lurching tone and an airless atmosphere."", 'Smith has always had a weakness for protracted dialogue, and in Parks he has a fitting muse.', 'I thought this was a really pointless exercise.', 'If Kevin Smith was stoned when he thought up his excellent walrusian nightmare, then marijuana is the best creative medicine.', '""Excess"" is Smith\'s middle name, so the show goes on . . . and on.', 'Tusk is not a particularly good movie, but the vivid anxiety dream at its heart makes it one of the most personal films this writer-director has ever made.', ""Tusk is an overextended, tonally incoherent joke that would make viewers squirm even if it didn't involve a bloody and demented medical experiment."", ""If you're a Kevin Smith junkie, as I am, you'll appreciate the verbal pinwheels he spins around the horror genre in Tusk."", ""Had Smith been more disciplined, the film's deliberately absurd plot twists might have been more alienating, and funny."", 'A schizoid horror comedy with an identity crisis, shifting uncomfortably between shocking body horror and puerile Jackass-level cringe humor.', 'The screenplay feels like a series of tweets. And the appearance of a big star in a wink-at-the-audience disguise is a distracting stunt.', 'This tonal mishmash is a misfire of literally gross proportions.', 'Smith seems to have been more charged up by the (profoundly ridiculous) ideas behind his movie than in making them work.', 'Kevin Smith, of ""Clerks,"" delivers a weird in-joke inspired by one of his podcasts. You probably had to be there.', 'You can imagine Mr. Smith and his collaborators rolling in the aisles at their own preposterousness. If you can find your inner 16-year-old, you might just join them.', ""Take The Human Centipede and sprinkle liberally with the old Bob and Doug McKenzie sketches from SCTV and the result is Tusk, Kevin Smith's underbaked horror-comedy hybrid."", ""It has a game cast, it's watchable, fun, sick, sad and has to be seen to be believed.""]",both
2014,Someone Marry Barry,Someone Marry Barry,someone_marry_barry,"['The way the film hews to tiresome conventions is itself a buzzkill, but worse is its sheer lack of energy[.]', ""There's nothing sophisticated or groundbreaking here, but the movie is a moderately good entry in the bro-grows-up genre."", 'Various catastrophes ensue, although hilarity does not.']",both
2014,Hellion ,Hellion ,hellion_2012,"[""Despair is not quiet for a broken father (Aaron Paul) and his troublemaker sons in Kat Candler's brisk, transfixing drama, which takes place in blue-collar southeast Texas."", '""Hellion"" pads its slender, commonplace, but potentially rewarding premise with contrivances, clichs, repetitiousness, and, when all else fails, implausible, arbitrary melodrama.', 'Not that inarticulate characters can\'t be compelling if they are written with subtlety, acted with insight and, most of all, framed by a directorial vision, but ""Hellion,"" despite a promising debut from Wiggins, falls short in at least two of the above.', 'The acting overall is strong, but Paul, still testing the waters after ""Breaking Bad,"" is extraordinarily controlled.', ""The relief you'll experience during the beautifully modulated ending to Hellion may elicit a heavy sigh, deep and gratifying."", 'The hellion of ""Hellion"" is Jacob Wilson, a 13-year-old Texas rebel with a cause. As played by a real teenager, Josh Wiggins, he\'s a force of nature.', ""Though it may seem as if it's heading in the direction of being a feel-good movie Hellion doesn't go down that predictable road. It is more authentic than that, and that is indeed something to feel good about."", 'If only Candler had trusted her characters enough to carry the story without the need for the requisite Act One gun and Act Three firing of same, Hellion would stand out more amidst an ever-growing pack of similar films.', '""Hellion"" offers a startling and memorable portrait of adolescent life in downscale East Texas suburbia, along with a white-hot breakthrough performance from teenage actor Josh Wiggins.', '""Hellion"" is a well-observed and patiently told story, with one good scene after another, featuring amazing performances across the board, but particularly from newcomer Josh Wiggins.', 'The whole film seems to be running in place.', 'Candler insistently tightens her focus on the hardships of growing up in a broken family, an approach that eventually feels over-determined.', ""An affecting rural Southern drama about a delinquent teen's descent into misery and mayhem that distinguishes itself from the indie pack through precise direction and superb lead performances by Aaron Paul and newcomer Josh Wiggins."", ""Though some characters go underdeveloped, Hellion marks one of Hollywood's most realistic examinations of rural high school angst since Friday Night Lights, another teen drama set in Texas."", ""A glimpse into rural American childhood that's both tense and melancholy."", 'The movie falls into an all too familiar indie torpor.', 'Features a fair share of forced drama ...', 'Hellion lingers for most of its running time in a betwixt-and-between place, never becoming either the sublime character sketch or the overripe melodrama it alternately promises to be.', ""Hellion offers Paul his most adult screen role so far, and he's very fine, but the movie belongs to Wiggins, a newcomer whose innate gifts are a perfect echo of Paul's."", 'Texas-based helmer Kat Candler unpacks the inner turmoil behind acts of trespassing, vandalism and spontaneous aggression that threaten to send young Jacob down the wrong path in life.']",both
2015,Maggie ,Maggie ,maggie_2015,"[""Maggie could have been a rare treat... Instead, what we get is a genuinely new take that winds up feeling, somehow, like the same old stuff we've seen a million times before."", ""It's a serious, heartfelt, dramatic turn, and he totally nails it. I'm as surprised as you are."", ""Breslin is affecting as the ordinary young woman beneath the festering flesh, while Arnie shows a delicacy you'd never have suspected, at least not from his current TV ads with meerkats."", 'A missed opportunity.', 'A quietly melancholic study of a father-daughter relationship playing out under the shadow of her terminal disease.', ""It feels a little like 'a very special episode of The Walking Dead' and might be a tad low-key for its field, but Schwarzenegger and Breslin are good and the payoff is affecting."", ""The film ladles on the melancholy so thickly that there's no space for you to feel it for yourself."", 'One interminably boring and mawkish film, overlaid with YA-dystopian self-pity.', 'Most of Maggie is so dark you can barely make out the zombies or the humans. It also moves more slowly than the ghouls.', ""I feel some guilt in giving a film that tries this hard a negative review. But I couldn't shake my sense of aggravation at how it all plays out, especially in Schwarzenegger's case."", 'Ultimately, neither the brain-eating genre or the heart-breaking one is enhanced by this mash-up. Like Celine Dion\'s cover of AC/DC\'s You Shook Me All Night Long, file it under the category of ""interesting-but-why?""', ""The problem, aside from not much going on, is that Schwarzenegger remains a severely limited actor, so there's not that much character to study. Potentially interesting concept; wrong star."", 'Its creepy atmosphere aside, ""Maggie"" is a slog of the living dead.', ""It's a sad story, or would be if the zombie apocalypse backdrop - and the inky splotches creeping across Maggie's body - didn't wreak such havoc with the movie's unsmiling sincerity."", 'The plot is lean, the dialogue is spare and there are some intriguing stabs at intellectual and emotional terrain. But the pacing is deadly, so slow there might be time for a catnap or two without missing anything important.', ""The performances in Maggie are strong. The camera is often right up in the characters' faces, putting Schwarzenegger's lived-in, world-weary mug to good use and telegraphing Breslin's vulnerability."", 'An art film. About zombies. Starring Arnold Schwarzenegger.', ""The sight of Schwarzenegger in this small, subdued role makes us root for his survival. That's the power of star wattage at work. Not even the undead can kill it."", 'Casting Schwarzenegger is such an eyebrow-raising choice that the film seemed destined to be something different. So the fact that it emerges as a sleepy, half-formed thing is disappointing ...', 'If only freshman director Henry Hobson was even more committed to his intriguing strategy for showcasing his unlikely star, and kept things quiet throughout.']",both
2015,Da Sweet Blood of Jesus,,,,left_only
2015,Boulevard (2014 film),,,,left_only
2015,The Visit (2015 American film),The Visit (2015 American film),doraemon-nobita-no-kyoryu-doraemon-nobitas-dinosaur,[],both
2015,The SpongeBob Movie: Sponge Out of Water,The SpongeBob Movie: Sponge Out of Water,the_spongebob_movie_sponge_out_of_water,"['The live-action sequences, in which Antonio Banderas chews the pirate scenery, may not live up to the Looney Tunes madness of the cartoons, but for sheer head-scrambling craziness this is hard to beat.', ""Intermittently, SpongeBob's latest feature is very funny indeed, even for non-devotees of the original series."", ""Sponge Out of Water has a frenetic, Looney Tunes pacing and a head-spinning, surreal story that makes you wonder whether it's aimed at children or stoners."", ""Almost every line is a zinger, which can be appreciated in a state of total sobriety: it's a non-stoner stoner film - and very funny."", ""The film moves like a pyjama case full of angry weasels, and finds ingenious ways to cram every scene with just one more loopy, disposable gag or slapstick thwack. It may not be the year's best animated film, but it's almost certainly the most."", ""It's a simple premise with proven appeal, giving director Paul Tibbitt and his team freedom to construct a film where just about every element of the storytelling exists to be parodied and undermined."", 'I never know what I want from commercial animated entertainment, but I do know that I like being able to suspect that -- by the standards of the competition -- its makers might be outlaws and lunatics.', ""It's tough to hold a lack of narrative ambition against any 'toon so eager to lob bit after bit of psychedelic surrealism at its audience, be they wee tykes or stoned adults."", 'Business as usual for the irrepressibly cheerful, pineapple-dwelling sea-creature.', ""It's big, loud, choppy, in-your-face, and absolutely, positively glorious."", 'Not the most gripping narrative, but the frenetic pace and nonstop gags will please young fans.', '""The SpongeBob Movie: Sponge Out of Water"" remains true to the surrealism of its animated television roots. But it also tries to force a live-action element which isn\'t as comfortable a fit as a certain pair of symmetrical trousers.', 'The SpongeBob Movie: Sponge Out of Water mostly nails what has always made the character, and his brightly coloured underwater world, so endearing: the abundant innocence, the welcome lack of cynicism and the out-and-out stupidity.', 'While less fluid and fresh than its 2004 predecessor, the new film displays enough nutty writing and sheer brio to confirm the stamina of its enduring and skillfully voiced characters.', 'Deliriously silly story, tender-hearted and cheery.', ""For my part, it's the most laughs I've had at a theatre this year."", ""The bulk of Sponge Out of Water stays submerged, hand-drawn and Banderas-free, still delivering the coy wit, surrealism and absurdity that come hand-in-hand with SpongeBob's frivolous, childish whimsy."", 'All of the strangely charming cartoony undersea nonsense of SpongeBob that\'s delighted kids and stoners for year comes to the surface in ""The SpongeBob Movie: Sponge Out of Water."" Prepare to giggle.', 'Maybe we shouldn\'t have expected too much from ""The SpongeBob Movie: Sponge Out of Water.""', 'A goofy gag-filled surf-and-turf romp that will entertain adults with its ridiculous lunacy as it delights kids with colourful fun.']",both
2015,Home ,,,,left_only
2015,It Follows,,,,left_only
